epoch,lr-AdamW,step,train_acc,train_iou,train_loss,train_precision,train_sensitivity,train_specificity,val_acc,val_iou,val_loss,val_precision,val_sensitivity,val_specificity
,0.0001,0,,,,,,,,,,,,
0,,1,,,,,,,0.34720879793167114,0.07555859535932541,0.7145569324493408,0.07930213212966919,0.6154754161834717,0.3217453956604004
0,,1,0.41365349292755127,0.07412530481815338,0.7299643754959106,0.0785512700676918,0.5681397318840027,0.3997393548488617,,,,,,
,0.0001,2,,,,,,,,,,,,
1,,3,,,,,,,0.5397124886512756,0.09554423391819,0.6964991092681885,0.10326868295669556,0.5608907341957092,0.5377023220062256
1,,3,0.7091371417045593,0.0747033879160881,0.5953308939933777,0.09201574325561523,0.2842065393924713,0.747409462928772,,,,,,
,0.0001,4,,,,,,,,,,,,
2,,5,,,,,,,0.7529492974281311,0.09563907980918884,0.6535899043083191,0.12288205325603485,0.3013780415058136,0.7958117127418518
2,,5,0.8448629975318909,0.05242427811026573,0.4858292043209076,0.09570856392383575,0.10387727618217468,0.9116014838218689,,,,,,
,0.0001,6,,,,,,,,,,,,
3,,7,,,,,,,0.8466858863830566,0.0705895647406578,0.5888386964797974,0.12950682640075684,0.13432195782661438,0.9143022298812866
3,,7,0.8916839361190796,0.030824556946754456,0.39113691449165344,0.10573714226484299,0.041694026440382004,0.9682401418685913,,,,,,
,0.0001,8,,,,,,,,,,,,
4,,9,,,,,,,0.8937717080116272,0.03467996418476105,0.5099762082099915,0.14045563340187073,0.04402298480272293,0.9744283556938171
4,,9,0.9113296866416931,0.011655144393444061,0.32506540417671204,0.1285177767276764,0.012655343860387802,0.9922707676887512,,,,,,
,0.0001,10,,,,,,,,,,,,
5,,11,,,,,,,0.9089357852935791,0.010276742279529572,0.43479248881340027,0.15091538429260254,0.010907400399446487,0.9941750764846802
5,,11,0.9164649248123169,0.0017518186941742897,0.2906204164028168,0.12187039852142334,0.0017742138588801026,0.998848557472229,,,,,,
,0.0001,12,,,,,,,,,,,,
6,,13,,,,,,,0.9126498699188232,0.0023487478028982878,0.375134140253067,0.19189971685409546,0.0023722106125205755,0.9990518093109131
6,,13,0.9172811508178711,0.0002703093341551721,0.27507802844047546,0.16185897588729858,0.00027068820782005787,0.9998737573623657,,,,,,
,0.0001,14,,,,,,,,,,,,
7,,15,,,,,,,0.913232684135437,0.0006189370760694146,0.3294856548309326,0.29050278663635254,0.0006198741029947996,0.9998562932014465
7,,15,0.9173717498779297,1.071983660949627e-05,0.2677268385887146,0.190476194024086,1.0720325917645823e-05,0.9999958872795105,,,,,,
,0.0001,16,,,,,,,,,,,,
8,,17,,,,,,,0.9132182002067566,0.0004523001844063401,0.30176860094070435,0.23030303418636322,0.00045298493932932615,0.9998562932014465
8,,17,0.9173717498779297,5.359947408578591e-06,0.26253047585487366,0.11764705926179886,5.360162958822912e-06,0.9999963641166687,,,,,,
,0.0001,18,,,,,,,,,,,,
9,,19,,,,,,,0.9133081436157227,1.1920229553652462e-05,0.2857772409915924,0.25,1.1920656106667593e-05,0.9999966025352478
9,,19,0.9173739552497864,0.0,0.2572706341743469,0.0,0.0,0.9999992847442627,,,,,,
,0.0001,20,,,,,,,,,,,,
10,,21,,,,,,,0.9133070707321167,0.0,0.2755471467971802,0.0,0.0,0.9999966025352478
10,,21,0.9173746109008789,5.360133854992455e-06,0.2555003762245178,0.5,5.360162958822912e-06,0.9999995231628418,,,,,,
,0.0001,22,,,,,,,,,,,,
11,,23,,,,,,,0.9133070707321167,0.0,0.26836925745010376,0.0,0.0,0.9999966025352478
11,,23,0.9173746109008789,0.0,0.253654420375824,0.0,0.0,1.0,,,,,,
,0.0001,24,,,,,,,,,,,,
12,,25,,,,,,,0.913310170173645,0.0,0.26442399621009827,0.0,0.0,1.0
12,,25,0.917374849319458,2.680081479411456e-06,0.252791166305542,1.0,2.680081479411456e-06,1.0,,,,,,
,0.0001,26,,,,,,,,,,,,
13,,27,,,,,,,0.913310170173645,0.0,0.26300138235092163,0.0,0.0,1.0
13,,27,0.9173743724822998,0.0,0.24959826469421387,0.0,0.0,0.9999997615814209,,,,,,
,0.0001,28,,,,,,,,,,,,
14,,29,,,,,,,0.913310170173645,0.0,0.2605366110801697,0.0,0.0,1.0
14,,29,0.9173746109008789,0.0,0.24820062518119812,0.0,0.0,1.0,,,,,,
,0.0001,30,,,,,,,,,,,,
15,,31,,,,,,,0.913310170173645,0.0,0.25677886605262756,0.0,0.0,1.0
15,,31,0.9173743724822998,0.0,0.2448422610759735,0.0,0.0,0.9999997615814209,,,,,,
,0.0001,32,,,,,,,,,,,,
16,,33,,,,,,,0.913310170173645,0.0,0.253879576921463,0.0,0.0,1.0
16,,33,0.9173746109008789,0.0,0.24293719232082367,0.0,0.0,1.0,,,,,,
,0.0001,34,,,,,,,,,,,,
