epoch,lr-AdamW,step,train_acc,train_iou,train_loss,train_precision,train_sensitivity,train_specificity,val_acc,val_iou,val_loss,val_precision,val_sensitivity,val_specificity
,0.0001,0,,,,,,,,,,,,
0,,17,,,,,,,0.6989253759384155,0.0400652214884758,0.978826642036438,0.856360137462616,0.04033629223704338,0.9969384670257568
0,,17,0.7573040723800659,0.5015755295753479,0.4803563356399536,0.6056687235832214,0.7447957992553711,0.7634069323539734,,,,,,
,0.0001,18,,,,,,,,,,,,
1,,35,,,,,,,0.8231253027915955,0.4413239359855652,0.4301410913467407,0.9650294184684753,0.44849658012390137,0.9926456809043884
1,,35,0.8824114203453064,0.6781936883926392,0.3060377538204193,0.8686083555221558,0.7557218670845032,0.9442243576049805,,,,,,
,0.0001,36,,,,,,,,,,,,
2,,53,,,,,,,0.9055116772651672,0.7227499485015869,0.25836917757987976,0.8937826156616211,0.7906612753868103,0.9574818015098572
2,,53,0.9065278172492981,0.7464659214019775,0.237556591629982,0.8709948062896729,0.8392546772956848,0.939350962638855,,,,,,
,0.0001,54,,,,,,,,,,,,
3,,71,,,,,,,0.9195289611816406,0.7532649636268616,0.22029495239257812,0.9438669681549072,0.7885920405387878,0.9787783026695251
3,,71,0.9021742343902588,0.7252395153045654,0.25352123379707336,0.9017791748046875,0.7874413728713989,0.9581534266471863,,,,,,
,0.0001,72,,,,,,,,,,,,
4,,89,,,,,,,0.906037449836731,0.7059675455093384,0.254077285528183,0.9656199812889099,0.7241697907447815,0.9883329272270203
4,,89,0.9013735055923462,0.7281932234764099,0.24718166887760162,0.8832117319107056,0.805781900882721,0.9480134844779968,,,,,,
,0.0001,90,,,,,,,,,,,,
5,,107,,,,,,,0.9167187213897705,0.7415708303451538,0.23604349792003632,0.957042932510376,0.7671043276786804,0.984419584274292
5,,107,0.8975840210914612,0.7191734313964844,0.23803874850273132,0.8770173788070679,0.7998356223106384,0.9452763795852661,,,,,,
,0.0001,108,,,,,,,,,,,,
6,,125,,,,,,,0.9168373346328735,0.7454161047935486,0.2277965247631073,0.9415056109428406,0.7816138863563538,0.978026270866394
6,,125,0.9087735414505005,0.7527802586555481,0.21610726416110992,0.8711296319961548,0.8471172451972961,0.9388561248779297,,,,,,
,0.0001,126,,,,,,,,,,,,
7,,143,,,,,,,0.9076759815216064,0.7177438735961914,0.23496927320957184,0.9378410577774048,0.7535931468009949,0.9773987531661987
7,,143,0.89895099401474,0.7183434367179871,0.24710431694984436,0.8930895924568176,0.7859266996383667,0.9540964365005493,,,,,,
,0.0001,144,,,,,,,,,,,,
8,,161,,,,,,,0.920045018196106,0.756392240524292,0.23778660595417023,0.9370447993278503,0.7968885898590088,0.9757735729217529
8,,161,0.9103187322616577,0.7555813193321228,0.22634883224964142,0.8766726851463318,0.8454460501670837,0.941970705986023,,,,,,
,0.0001,162,,,,,,,,,,,,
9,,179,,,,,,,0.9253590703010559,0.770429790019989,0.20389916002750397,0.9485010504722595,0.8040642738342285,0.9802452325820923
9,,179,0.9205312728881836,0.7787421345710754,0.20093171298503876,0.8994953036308289,0.8529602885246277,0.9534997940063477,,,,,,
,0.0001,180,,,,,,,,,,,,
10,,197,,,,,,,0.9254084229469299,0.7692127227783203,0.19345732033252716,0.9551568031311035,0.7980324029922485,0.9830463528633118
10,,197,0.9204826354980469,0.77812260389328,0.20332470536231995,0.9015033841133118,0.8504223227500916,0.9546656608581543,,,,,,
,0.0001,198,,,,,,,,,,,,
11,,215,,,,,,,0.9242633581161499,0.7696908712387085,0.21408745646476746,0.9359719753265381,0.8124698996543884,0.9748501181602478
11,,215,0.9110709428787231,0.7483283877372742,0.23130321502685547,0.9122413396835327,0.8063797354698181,0.9621506333351135,,,,,,
,0.0001,216,,,,,,,,,,,,
12,,233,,,,,,,0.9105866551399231,0.7290012240409851,0.23144488036632538,0.9289120435714722,0.7720745801925659,0.973263680934906
12,,233,0.9155562520027161,0.7692977786064148,0.20110143721103668,0.8807836771011353,0.8587124347686768,0.9432909488677979,,,,,,
,0.0001,234,,,,,,,,,,,,
13,,251,,,,,,,0.9228875041007996,0.7607693076133728,0.19590327143669128,0.9578073024749756,0.7871490120887756,0.9843094944953918
13,,251,0.9173115491867065,0.7674097418785095,0.212806835770607,0.9081435799598694,0.8319900631904602,0.9589406847953796,,,,,,
,0.0001,252,,,,,,,,,,,,
14,,269,,,,,,,0.9230450391769409,0.7590314745903015,0.2148478776216507,0.9687327146530151,0.7780939340591431,0.988635778427124
14,,269,0.9221796989440918,0.7834946513175964,0.20385892689228058,0.8993352055549622,0.8588111996650696,0.9530977606773376,,,,,,
,0.0001,270,,,,,,,,,,,,
15,,287,,,,,,,0.9311608672142029,0.7937047481536865,0.18595997989177704,0.9227929711341858,0.850161075592041,0.9678134322166443
15,,287,0.9228290319442749,0.7853990197181702,0.19403919577598572,0.8991258144378662,0.861291766166687,0.9528536200523376,,,,,,
,0.0001,288,,,,,,,,,,,,
16,,305,,,,,,,0.932009220123291,0.7969234585762024,0.18101875483989716,0.9197794198989868,0.8564515113830566,0.9661992788314819
16,,305,0.9253919124603271,0.7918650507926941,0.18645547330379486,0.9028475880622864,0.8656249642372131,0.9545527696609497,,,,,,
,0.0001,306,,,,,,,,,,,,
17,,323,,,,,,,0.9341062903404236,0.7962906360626221,0.18828162550926208,0.9557114243507385,0.8268002867698669,0.9826624989509583
17,,323,0.9236666560173035,0.7926160097122192,0.1876930445432663,0.878997266292572,0.8896917104721069,0.9402434229850769,,,,,,
,0.0001,324,,,,,,,,,,,,
18,,341,,,,,,,0.9191824197769165,0.7496015429496765,0.22025400400161743,0.955669105052948,0.7766056656837463,0.9836987853050232
18,,341,0.9227026700973511,0.7824407815933228,0.199973002076149,0.910348117351532,0.8477657437324524,0.9592651128768921,,,,,,
,0.0001,342,,,,,,,,,,,,
19,,359,,,,,,,0.9344807863235474,0.7982964515686035,0.1895996630191803,0.951225221157074,0.832368016242981,0.9806870818138123
19,,359,0.9375849962234497,0.8259528875350952,0.15840283036231995,0.9061030149459839,0.9032644033432007,0.9543303847312927,,,,,,
,0.0001,360,,,,,,,,,,,,
20,,377,,,,,,,0.9456292986869812,0.8346759676933289,0.15246640145778656,0.940582275390625,0.8811360597610474,0.9748126268386841
20,,377,0.9321959614753723,0.8082789182662964,0.1745518445968628,0.917380690574646,0.8717357516288757,0.9616948962211609,,,,,,
,0.0001,378,,,,,,,,,,,,
21,,395,,,,,,,0.9285345673561096,0.7871869206428528,0.19237211346626282,0.9158766269683838,0.8485390543937683,0.9647327065467834
21,,395,0.921557605266571,0.7831072807312012,0.19839194416999817,0.8935272693634033,0.8637039661407471,0.9497849345207214,,,,,,
,0.0001,396,,,,,,,,,,,,
22,,413,,,,,,,0.9218139052391052,0.7733448147773743,0.20667238533496857,0.8886607885360718,0.8563143610954285,0.9514525532722473
22,,413,0.9265276193618774,0.7966873049736023,0.18591921031475067,0.8958802223205566,0.8779810667037964,0.9502140283584595,,,,,,
,0.0001,414,,,,,,,,,,,,
23,,431,,,,,,,0.941031813621521,0.8160607814788818,0.17726461589336395,0.9665562510490417,0.8397729992866516,0.986851692199707
23,,431,0.926010012626648,0.792119026184082,0.18209296464920044,0.9096326231956482,0.859777569770813,0.9583254456520081,,,,,,
,0.0001,432,,,,,,,,,,,,
24,,449,,,,,,,0.9084440469741821,0.7157766222953796,0.26068398356437683,0.9560719728469849,0.7401171326637268,0.9846123456954956
24,,449,0.9275524616241455,0.7967745065689087,0.1858445107936859,0.9086002707481384,0.8662011623382568,0.9574862718582153,,,,,,
,0.0001,450,,,,,,,,,,,,
25,,467,,,,,,,0.9324396848678589,0.78871750831604,0.18161341547966003,0.9683980941772461,0.8095541000366211,0.9880456328392029
25,,467,0.9272547960281372,0.7989934682846069,0.18595534563064575,0.8948197960853577,0.8818100690841675,0.9494277238845825,,,,,,
,0.0001,468,,,,,,,,,,,,
26,,485,,,,,,,0.9262795448303223,0.7717699408531189,0.2067512720823288,0.9559894800186157,0.8002008199691772,0.983330488204956
26,,485,0.9268585443496704,0.7906358242034912,0.17560222744941711,0.9279860854148865,0.8423162698745728,0.9681075215339661,,,,,,
,5e-05,486,,,,,,,,,,,,
27,,503,,,,,,,0.923794686794281,0.7616564631462097,0.19687886536121368,0.9674398303031921,0.7816947102546692,0.988095223903656
27,,503,0.9284511208534241,0.8009213209152222,0.1818459928035736,0.9014067053794861,0.8778206706047058,0.9531540870666504,,,,,,
,5e-05,504,,,,,,,,,,,,
28,,521,,,,,,,0.9385393857955933,0.8103615045547485,0.1703842729330063,0.9543575048446655,0.8430339694023132,0.9817558526992798
28,,521,0.9405139088630676,0.8308355808258057,0.15292313694953918,0.924876868724823,0.890961766242981,0.9646908640861511,,,,,,
,5e-05,522,,,,,,,,,,,,
29,,539,,,,,,,0.9377350211143494,0.808138906955719,0.18088595569133759,0.9527778625488281,0.8418582081794739,0.9811195135116577
29,,539,0.945995569229126,0.8438369035720825,0.14111696183681488,0.9421913027763367,0.8899113535881042,0.9733595848083496,,,,,,
,5e-05,540,,,,,,,,,,,,
30,,557,,,,,,,0.9438150525093079,0.8267068266868591,0.15308727324008942,0.9548081755638123,0.8603720664978027,0.9815731644630432
30,,557,0.9401390552520752,0.8342692852020264,0.15315020084381104,0.9005460143089294,0.9189350008964539,0.9504846334457397,,,,,,
