epoch,lr-AdamW,step,train_acc,train_iou,train_loss,train_precision,train_sensitivity,train_specificity,val_acc,val_iou,val_loss,val_precision,val_sensitivity,val_specificity
,0.0001,0,,,,,,,,,,,,
0,,1,,,,,,,0.2732390761375427,0.10009865462779999,0.8530165553092957,0.10082904249429703,0.9325171709060669,0.21066156029701233
0,,1,0.2338302582502365,0.08122546970844269,1.5596376657485962,0.08270229399204254,0.8197752237319946,0.18105581402778625,,,,,,
,0.0001,2,,,,,,,,,,,,
1,,3,,,,,,,0.3322492837905884,0.08007124066352844,0.7398054599761963,0.083351731300354,0.6704534888267517,0.30014753341674805
1,,3,0.3415949046611786,0.08150269836187363,1.0280834436416626,0.0843505859375,0.7070885300636292,0.3086759150028229,,,,,,
,0.0001,4,,,,,,,,,,,,
2,,5,,,,,,,0.4871021509170532,0.0590946227312088,0.687421977519989,0.06565608829259872,0.3715907037258148,0.4980662763118744
2,,5,0.5427931547164917,0.09046243876218796,0.7804943919181824,0.09768182039260864,0.5503600835800171,0.5421116352081299,,,,,,
,0.0001,6,,,,,,,,,,,,
3,,7,,,,,,,0.6145781874656677,0.046591050922870636,0.6430548429489136,0.055988866835832596,0.21726587414741516,0.6522903442382812
3,,7,0.725907027721405,0.10171201080083847,0.6200040578842163,0.12240847945213318,0.37561339139938354,0.7574570178985596,,,,,,
,0.0001,8,,,,,,,,,,,,
4,,9,,,,,,,0.7440496683120728,0.042886510491371155,0.5932316184043884,0.05967115983366966,0.13229544460773468,0.802116334438324
4,,9,0.8290646076202393,0.09846477210521698,0.5047868490219116,0.14858391880989075,0.22595229744911194,0.8833852410316467,,,,,,
,0.0001,10,,,,,,,,,,,,
5,,11,,,,,,,0.8708467483520508,0.047786302864551544,0.5311716198921204,0.11693856865167618,0.07476635277271271,0.9464093446731567
5,,11,0.8917592167854309,0.07121358066797256,0.414886474609375,0.19659970700740814,0.10044408589601517,0.9630307555198669,,,,,,
,0.0001,12,,,,,,,,,,,,
6,,13,,,,,,,0.9035879373550415,0.027396688237786293,0.461053729057312,0.17921440303325653,0.03132748603820801,0.9863814115524292
6,,13,0.9102683067321777,0.04066838324069977,0.3453689515590668,0.25852182507514954,0.0460384376347065,0.9881070852279663,,,,,,
,0.0001,14,,,,,,,,,,,,
7,,15,,,,,,,0.9108734130859375,0.013181080110371113,0.39405858516693115,0.2471042424440384,0.013732596300542355,0.996028482913971
7,,15,0.9156320691108704,0.019123628735542297,0.29815346002578735,0.32686468958854675,0.019907644018530846,0.9963074922561646,,,,,,
,0.0001,16,,,,,,,,,,,,
8,,17,,,,,,,0.9127035737037659,0.00730930594727397,0.3410129249095917,0.33970507979393005,0.007414648309350014,0.99863201379776
8,,17,0.9168163537979126,0.01464998722076416,0.2697888910770416,0.40793222188949585,0.01496825460344553,0.9980432987213135,,,,,,
,0.0001,18,,,,,,,,,,,,
9,,19,,,,,,,0.9122716188430786,0.009000279940664768,0.30649232864379883,0.30270907282829285,0.009190825745463371,0.9979904890060425
9,,19,0.9173531532287598,0.013597981072962284,0.25766322016716003,0.49533069133758545,0.013789018616080284,0.9987346529960632,,,,,,
,0.0001,20,,,,,,,,,,,,
10,,21,,,,,,,0.9121269583702087,0.010657482780516148,0.285281240940094,0.3076923191547394,0.010919321328401566,0.9976680278778076
10,,21,0.9178445339202881,0.013704420067369938,0.24776972830295563,0.6295799016952515,0.013815819285809994,0.9992678761482239,,,,,,
,0.0001,22,,,,,,,,,,,,
11,,23,,,,,,,0.9119378328323364,0.014342555776238441,0.2746027410030365,0.325630247592926,0.01478161383420229,0.9970943331718445
11,,23,0.9183622598648071,0.02159501053392887,0.24085025489330292,0.6887590885162354,0.021807821467518806,0.9991124272346497,,,,,,
,0.0001,24,,,,,,,,,,,,
12,,25,,,,,,,0.9133132696151733,0.008498416282236576,0.26352912187576294,0.501045286655426,0.008570951409637928,0.9991898536682129
12,,25,0.9192847609519958,0.03301825374364853,0.23449771106243134,0.7651543021202087,0.03335629403591156,0.9990779161453247,,,,,,
,0.0001,26,,,,,,,,,,,,
13,,27,,,,,,,0.9132946729660034,0.002745619975030422,0.2531881332397461,0.48427674174308777,0.0027536714915186167,0.9997216463088989
13,,27,0.919897735118866,0.03949262201786041,0.23020267486572266,0.8104293942451477,0.03986084833741188,0.9991602301597595,,,,,,
,0.0001,28,,,,,,,,,,,,
14,,29,,,,,,,0.9132202863693237,0.001949155586771667,0.24646122753620148,0.39518073201179504,0.001954987645149231,0.9997159838676453
14,,29,0.9204066395759583,0.04453659802675247,0.2235361635684967,0.8454784154891968,0.04490208253264427,0.9992608428001404,,,,,,
,0.0001,30,,,,,,,,,,,,
